!Ogata ffP24O020DR.dat
!number of kinetic energy = 8
!nstep = 134
!step =   0.100000
!r origin =    0.000000E+00
8 134     0.100000   0.000000
 20.000000
(-4.9731948E+01, 8.0323657E-01) (-3.8917656E-01, -2.5882616E-02) 4.7912843E+00
(-4.9718909E+01, 8.0089371E-01) (-3.9772761E-01, -2.6373256E-02) 4.7925131E+00
(-4.9675465E+01, 7.9403005E-01) (-4.0627865E-01, -2.6863896E-02) 4.7912843E+00
(-4.9601551E+01, 7.8245596E-01) (-4.1779122E-01, -2.7562754E-02) 4.7875979E+00
(-4.9495762E+01, 7.6590620E-01) (-4.3347589E-01, -2.8524483E-02) 4.7814539E+00
(-4.9356119E+01, 7.4400452E-01) (-4.5377370E-01, -2.9771084E-02) 4.7728523E+00
(-4.9180065E+01, 7.1625911E-01) (-4.7903813E-01, -3.1321171E-02) 4.7617931E+00
(-4.8964455E+01, 6.8205717E-01) (-5.0963396E-01, -3.3194183E-02) 4.7482763E+00
(-4.8705548E+01, 6.4065903E-01) (-5.4595466E-01, -3.5410904E-02) 4.7323019E+00
(-4.8399016E+01, 5.9119249E-01) (-5.8841778E-01, -3.7992939E-02) 4.7138699E+00
(-4.8039960E+01, 5.3264791E-01) (-6.3744862E-01, -4.0961561E-02) 4.6929803E+00
(-4.7622941E+01, 4.6387541E-01) (-6.9345367E-01, -4.4336002E-02) 4.6696331E+00
(-4.7142058E+01, 3.8358505E-01) (-7.5678240E-01, -4.8131141E-02) 4.6438283E+00
(-4.6591060E+01, 2.9035187E-01) (-8.2767553E-01, -5.2354517E-02) 4.6155659E+00
(-4.5963538E+01, 1.8262727E-01) (-9.0619807E-01, -5.7002682E-02) 4.5848459E+00
(-4.5253205E+01, 5.8758867E-02) (-9.9215633E-01, -6.2056975E-02) 4.5516683E+00
(-4.4454312E+01, -8.2979357E-02) (-1.0850000E+00, -6.7478970E-02) 4.5160331E+00
(-4.3562238E+01, -2.4434479E-01) (-1.1837142E+00, -7.3206087E-02) 4.4779403E+00
(-4.2574261E+01, -4.2707029E-01) (-1.2867108E+00, -7.9148109E-02) 4.4373899E+00
(-4.1490539E+01, -6.3279353E-01) (-1.3917353E+00, -8.5185634E-02) 4.3943819E+00
(-4.0315235E+01, -8.6297055E-01) (-1.4958108E+00, -9.1171650E-02) 4.3489163E+00
(-3.9057626E+01, -1.1187718E+00) (-1.5952487E+00, -9.6937362E-02) 4.3009931E+00
(-3.7732953E+01, -1.4009574E+00) (-1.6857530E+00, -1.0230295E-01) 4.2506123E+00
(-3.6362588E+01, -1.7097240E+00) (-1.7626442E+00, -1.0709302E-01) 4.1977739E+00
(-3.4973096E+01, -2.0445136E+00) (-1.8212056E+00, -1.1115505E-01) 4.1424779E+00
(-3.3593820E+01, -2.4037698E+00) (-1.8571352E+00, -1.1437793E-01) 4.0847243E+00
(-3.2252972E+01, -2.7846297E+00) (-1.8670480E+00, -1.1670611E-01) 4.0245131E+00
(-3.0972737E+01, -3.1825569E+00) (-1.8489472E+00, -1.1814536E-01) 3.9618443E+00
(-2.9764465E+01, -3.5909448E+00) (-1.8025673E+00, -1.1875683E-01) 3.8967179E+00
(-2.8625411E+01, -4.0007671E+00) (-1.7295070E+00, -1.1863912E-01) 3.8291339E+00
(-2.7538286E+01, -4.4004004E+00) (-1.6331060E+00, -1.1790106E-01) 3.7590923E+00
(-2.6474211E+01, -4.7757774E+00) (-1.5180807E+00, -1.1663097E-01) 3.6865931E+00
(-2.5398512E+01, -5.1110251E+00) (-1.3899880E+00, -1.1486984E-01) 3.6116363E+00
(-2.4277879E+01, -5.3896726E+00) (-1.2546241E+00, -1.1259598E-01) 3.5342219E+00
(-2.3086979E+01, -5.5963723E+00) (-1.1174675E+00, -1.0972656E-01) 3.4543499E+00
(-2.1812908E+01, -5.7188973E+00) (-9.8325100E-01, -1.0613797E-01) 3.3720203E+00
(-2.0456583E+01, -5.7500048E+00) (-8.5571483E-01, -1.0170182E-01) 3.2872331E+00
(-1.9031545E+01, -5.6887063E+00) (-7.3744407E-01, -9.6327090E-02) 3.1999883E+00
(-1.7561035E+01, -5.5405512E+00) (-6.2997840E-01, -9.0000394E-02) 3.1135135E+00
(-1.6073209E+01, -5.3167160E+00) (-5.3412056E-01, -8.2810449E-02) 3.0315789E+00
(-1.4596894E+01, -5.0322586E+00) (-4.4996179E-01, -7.4945116E-02) 2.9538462E+00
(-1.3159029E+01, -4.7039962E+00) (-3.7700245E-01, -6.6668317E-02) 2.8800000E+00
(-1.1782464E+01, -4.3484293E+00) (-3.1442587E-01, -5.8282961E-02) 2.8097561E+00
(-1.0484764E+01, -3.9802204E+00) (-2.6123332E-01, -5.0088279E-02) 2.7428571E+00
(-9.2780175E+00, -3.6113767E+00) (-2.1635421E-01, -4.2343562E-02) 2.6790698E+00
(-8.1692146E+00, -3.2510742E+00) (-1.7872359E-01, -3.5244729E-02) 2.6181818E+00
(-7.1609814E+00, -2.9059118E+00) (-1.4733243E-01, -2.8915381E-02) 2.5600000E+00
(-6.2524544E+00, -2.5803656E+00) (-1.2125675E-01, -2.3410083E-02) 2.5043478E+00
(-5.4401575E+00, -2.2772651E+00) (-9.9671378E-02, -1.8725721E-02) 2.4510638E+00
(-4.7187955E+00, -1.9981990E+00) (-8.1853334E-02, -1.4816550E-02) 2.4000000E+00
(-4.0819247E+00, -1.7438202E+00) (-6.7178428E-02, -1.1609475E-02) 2.3510204E+00
(-3.5224878E+00, -1.5140669E+00) (-5.5114015E-02, -9.0173574E-03) 2.3040000E+00
